date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,exchange_rate_buying,Crud_Price_Monthly_Average,Crude_price_GHS
3/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,189.35,42.94,4.411425,66.68,294.153819
3/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,166.25,37.7,4.411425,66.68,294.153819
3/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,94.12,21.34,4.411425,66.68,294.153819
3/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,141.22,32.02,4.411425,66.68,294.153819
3/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,28.47,6.46,4.411425,66.68,294.153819
4/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,68.67,15.52,4.403155,71.67,315.5741189
4/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,147.56,33.36,4.403155,71.67,315.5741189
4/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,287.09,64.9,4.403155,71.67,315.5741189
4/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,263.33,59.53,4.403155,71.67,315.5741189
4/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,181.16,40.96,4.403155,71.67,315.5741189
4/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,245.03,55.39,4.403155,71.67,315.5741189
4/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Yam,99,100 Tubers,actual,Wholesale,GHS,681.48,154.07,4.403155,71.67,315.5741189
4/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,15.36,3.47,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,KINTAMPO NORTH,Kintampo,1726,8.06,-1.73,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,41.81,9.45,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,KINTAMPO NORTH,Kintampo,1726,8.06,-1.73,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,105.22,23.79,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,KINTAMPO NORTH,Kintampo,1726,8.06,-1.73,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,186,42.05,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,30.33,6.86,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,150,33.91,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,180,40.69,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,96,21.7,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Yam,99,100 Tubers,actual,Wholesale,GHS,473.89,107.13,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,9.01,2.04,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,50.96,11.52,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,115,26,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,198.09,44.78,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,216.5,48.94,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,115,26,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,176.58,39.92,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Yam,99,100 Tubers,actual,Wholesale,GHS,290,65.56,4.403155,71.67,315.5741189
4/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,15.9,3.59,4.403155,71.67,315.5741189
4/15/2018,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,212,6.08,-0.25,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,40.04,9.05,4.403155,71.67,315.5741189
4/15/2018,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,212,6.08,-0.25,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,180,40.69,4.403155,71.67,315.5741189
4/15/2018,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,212,6.08,-0.25,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,228,51.54,4.403155,71.67,315.5741189
4/15/2018,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,212,6.08,-0.25,cereals and tubers,Yam,99,100 Tubers,actual,Wholesale,GHS,320,72.34,4.403155,71.67,315.5741189
4/15/2018,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,212,6.08,-0.25,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,17.9,4.05,4.403155,71.67,315.5741189
4/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,118.3,26.74,4.403155,71.67,315.5741189
4/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,164.44,37.18,4.403155,71.67,315.5741189
4/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,190,42.95,4.403155,71.67,315.5741189
4/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,220,49.74,4.403155,71.67,315.5741189
4/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,200,45.21,4.403155,71.67,315.5741189
4/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,190,42.95,4.403155,71.67,315.5741189
4/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Yam,99,100 Tubers,actual,Wholesale,GHS,302.02,68.28,4.403155,71.67,315.5741189
4/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,23,5.2,4.403155,71.67,315.5741189
4/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,115.73,26.16,4.403155,71.67,315.5741189
4/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,195.1,44.11,4.403155,71.67,315.5741189
4/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,267.5,60.47,4.403155,71.67,315.5741189
4/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,190,42.95,4.403155,71.67,315.5741189
4/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,152.26,34.42,4.403155,71.67,315.5741189
5/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,68.67,15.03,4.411695238,77.06,339.965235
5/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,147.56,32.29,4.411695238,77.06,339.965235
5/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,258.36,56.53,4.411695238,77.06,339.965235
5/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,253.33,55.43,4.411695238,77.06,339.965235
5/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,153.45,33.58,4.411695238,77.06,339.965235
5/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,230.08,50.35,4.411695238,77.06,339.965235
5/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Yam,99,250 KG,actual,Wholesale,GHS,681.48,149.12,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,KINTAMPO NORTH,Kintampo,1726,8.06,-1.73,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,41.81,9.15,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,KINTAMPO NORTH,Kintampo,1726,8.06,-1.73,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,105.22,23.03,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,KINTAMPO NORTH,Kintampo,1726,8.06,-1.73,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,186,40.7,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,118.7,25.97,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,200,43.76,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,100.48,21.99,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,160,35.01,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Yam,99,100 Tubers,actual,Wholesale,GHS,619.96,135.66,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,21.8,4.77,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,44.59,9.76,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,138,30.2,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,218.78,47.87,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,216.5,47.37,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,115,25.16,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,179.85,39.35,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Yam,99,100 Tubers,actual,Wholesale,GHS,290,63.46,4.411695238,77.06,339.965235
5/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,17.6,3.85,4.411695238,77.06,339.965235
5/15/2018,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,212,6.08,-0.25,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,49.14,10.75,4.411695238,77.06,339.965235
5/15/2018,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,212,6.08,-0.25,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,230,50.33,4.411695238,77.06,339.965235
5/15/2018,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,212,6.08,-0.25,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,228,49.89,4.411695238,77.06,339.965235
5/15/2018,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,212,6.08,-0.25,cereals and tubers,Yam,99,100 Tubers,actual,Wholesale,GHS,320,70.02,4.411695238,77.06,339.965235
5/15/2018,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,212,6.08,-0.25,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,43.3,9.47,4.411695238,77.06,339.965235
5/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,109.2,23.89,4.411695238,77.06,339.965235
5/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,164.44,35.98,4.411695238,77.06,339.965235
5/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,190,41.58,4.411695238,77.06,339.965235
5/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,220,48.14,4.411695238,77.06,339.965235
5/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,200,43.76,4.411695238,77.06,339.965235
5/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,190,41.58,4.411695238,77.06,339.965235
5/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Yam,99,100 Tubers,actual,Wholesale,GHS,302.02,66.09,4.411695238,77.06,339.965235
5/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,23.2,5.08,4.411695238,77.06,339.965235
5/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,150,32.82,4.411695238,77.06,339.965235
5/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,141.19,30.89,4.411695238,77.06,339.965235
5/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,235.27,51.48,4.411695238,77.06,339.965235
5/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,166.67,36.47,4.411695238,77.06,339.965235
5/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,85.9,18.8,4.411695238,77.06,339.965235
5/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,157.22,34.4,4.411695238,77.06,339.965235
5/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,24.07,5.27,4.411695238,77.06,339.965235
6/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,68.67,14.67,4.46027,75.94,338.7129038
6/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,147.25,31.46,4.46027,75.94,338.7129038
6/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,255.86,54.67,4.46027,75.94,338.7129038
6/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,253.33,54.13,4.46027,75.94,338.7129038
6/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,153.45,32.79,4.46027,75.94,338.7129038
6/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,230.08,49.16,4.46027,75.94,338.7129038
6/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Yam,99,250 KG,actual,Wholesale,GHS,681.48,145.62,4.46027,75.94,338.7129038
6/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,42.72,9.13,4.46027,75.94,338.7129038
6/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,138.37,29.57,4.46027,75.94,338.7129038
6/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,238.08,50.87,4.46027,75.94,338.7129038
6/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,264.8,56.58,4.46027,75.94,338.7129038
6/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,150,32.05,4.46027,75.94,338.7129038
6/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,184.88,39.5,4.46027,75.94,338.7129038
6/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Yam,99,250 KG,actual,Wholesale,GHS,290,61.97,4.46027,75.94,338.7129038
6/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,104.47,22.32,4.46027,75.94,338.7129038
6/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,178.49,38.14,4.46027,75.94,338.7129038
6/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,190,40.6,4.46027,75.94,338.7129038
6/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,260,55.56,4.46027,75.94,338.7129038
6/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,220,47.01,4.46027,75.94,338.7129038
6/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,190,40.6,4.46027,75.94,338.7129038
6/15/2018,GREATER ACCRA,ACCRA METROPOLIS,Accra,209,5.55,-0.22,cereals and tubers,Yam,99,250 KG,actual,Wholesale,GHS,302.02,64.53,4.46027,75.94,338.7129038
6/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,144.49,30.87,4.46027,75.94,338.7129038
6/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Millet,73,93 KG,actual,Wholesale,GHS,242.6,51.84,4.46027,75.94,338.7129038
6/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,270.67,57.84,4.46027,75.94,338.7129038
6/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,231.33,49.43,4.46027,75.94,338.7129038
6/15/2018,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,221,10.79,-0.85,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,164.33,35.11,4.46027,75.94,338.7129038
7/15/2018,ASHANTI,EJURA SEKYE DUMASE,Ejura,223,7.38,-1.37,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,115.04,24.05,4.645261905,75.04,348.5804533
7/15/2018,ASHANTI,EJURA SEKYE DUMASE,Ejura,223,7.38,-1.37,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,138.95,29.05,4.645261905,75.04,348.5804533
7/15/2018,ASHANTI,EJURA SEKYE DUMASE,Ejura,223,7.38,-1.37,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,17.68,3.7,4.645261905,75.04,348.5804533
7/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,68.67,14.36,4.645261905,75.04,348.5804533
7/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,147.25,30.78,4.645261905,75.04,348.5804533
7/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,253.33,52.96,4.645261905,75.04,348.5804533
7/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,153.45,32.08,4.645261905,75.04,348.5804533
7/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Sorghum,65,109 KG,actual,Wholesale,GHS,230.08,48.1,4.645261905,75.04,348.5804533
7/15/2018,ASHANTI,KMA,Kumasi,215,6.68,-1.62,cereals and tubers,Yam,99,250 KG,actual,Wholesale,GHS,681.48,142.47,4.645261905,75.04,348.5804533
7/15/2018,BRONG AHAFO,KINTAMPO NORTH,Kintampo,1726,8.06,-1.73,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,30.94,6.47,4.645261905,75.04,348.5804533
7/15/2018,BRONG AHAFO,KINTAMPO NORTH,Kintampo,1726,8.06,-1.73,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,159,33.24,4.645261905,75.04,348.5804533
7/15/2018,BRONG AHAFO,KINTAMPO NORTH,Kintampo,1726,8.06,-1.73,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,137.5,28.75,4.645261905,75.04,348.5804533
7/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,250,52.26,4.645261905,75.04,348.5804533
7/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,GHS,200,41.81,4.645261905,75.04,348.5804533
7/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Rice (local),71,50 KG,actual,Wholesale,GHS,166.67,34.84,4.645261905,75.04,348.5804533
7/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,cereals and tubers,Yam,99,100 Tubers,actual,Wholesale,GHS,891.27,186.33,4.645261905,75.04,348.5804533
7/15/2018,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,217,7.33,-2.33,vegetables and fruits,Plantains (apentu),98,Bunch,actual,Wholesale,GHS,22.03,4.6,4.645261905,75.04,348.5804533
7/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Cassava,68,91 KG,actual,Wholesale,GHS,31.45,6.57,4.645261905,75.04,348.5804533
7/15/2018,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,218,7.58,-1.93,cereals and tubers,Maize,51,100 KG,actual,Wholesale,GHS,153.85,32.16,4.645261905,75.04,348.5804533
