date,region,district,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,exchange_rate_buying,month_avcrude_p,precipitation_mm,temperature,year,month,month_name,period
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Millet,KG,aggregate,Retail,GHS,2.92,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Rice (imported),KG,aggregate,Retail,GHS,6.67,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Rice (local),KG,aggregate,Retail,GHS,7.33,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Sorghum,KG,aggregate,Retail,GHS,2.85,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Yam,250 KG,aggregate,Wholesale,GHS,492.0,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Yam,KG,aggregate,Retail,GHS,11.11,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Yam (puna),250 KG,aggregate,Wholesale,GHS,260.0,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Yam (puna),KG,aggregate,Retail,GHS,5.56,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,"meat, fish and eggs",Eggs,30 pcs,aggregate,Wholesale,GHS,134.28,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,aggregate,Wholesale,GHS,334.02,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,"meat, fish and eggs","Fish (mackerel, fresh)",KG,aggregate,Retail,GHS,3.11,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,"meat, fish and eggs",Meat (chicken),10 KG,aggregate,Wholesale,GHS,188.8,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,"meat, fish and eggs",Meat (chicken),KG,aggregate,Retail,GHS,2.58,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,"meat, fish and eggs","Meat (chicken, local)",10 KG,aggregate,Wholesale,GHS,56.49,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,pulses and nuts,Cowpeas,KG,aggregate,Retail,GHS,0.85,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,pulses and nuts,Soybeans,KG,aggregate,Retail,GHS,1.84,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Eggplants,27 KG,aggregate,Wholesale,GHS,4.53,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Eggplants,KG,aggregate,Retail,GHS,1.11,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Onions,73 KG,aggregate,Wholesale,GHS,5.23,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Onions,KG,aggregate,Retail,GHS,1.03,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Peppers (dried),KG,aggregate,Retail,GHS,2.14,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Peppers (fresh),KG,aggregate,Retail,GHS,1.89,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Plantains (apem),Bunch,aggregate,Wholesale,GHS,123.64,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Plantains (apem),KG,aggregate,Retail,GHS,1.17,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Plantains (apentu),KG,aggregate,Retail,GHS,0.39,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Tomatoes (local),52 KG,aggregate,Wholesale,GHS,8.7,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Tomatoes (local),KG,aggregate,Retail,GHS,2.93,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Tomatoes (navrongo),52 KG,aggregate,Wholesale,GHS,9.92,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Tomatoes (navrongo),KG,aggregate,Retail,GHS,0.99,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Cassava,KG,aggregate,Retail,GHS,1.6,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Gari,68 KG,aggregate,Wholesale,GHS,238.74,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Gari,KG,aggregate,Retail,GHS,4.08,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Maize,KG,aggregate,Retail,GHS,1.01,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Maize (yellow),100 KG,aggregate,Wholesale,GHS,75.96,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Maize (yellow),KG,aggregate,Retail,GHS,1.08,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Millet,KG,aggregate,Retail,GHS,1.87,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Rice (imported),KG,aggregate,Retail,GHS,3.16,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Rice (local),KG,aggregate,Retail,GHS,3.33,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Sorghum,KG,aggregate,Retail,GHS,1.85,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Yam,250 KG,aggregate,Wholesale,GHS,316.25,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Yam,KG,aggregate,Retail,GHS,7.67,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Yam (puna),250 KG,aggregate,Wholesale,GHS,221.25,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Yam (puna),KG,aggregate,Retail,GHS,6.25,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,"meat, fish and eggs",Eggs,30 pcs,aggregate,Wholesale,GHS,164.76,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,aggregate,Wholesale,GHS,250.39,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,"meat, fish and eggs","Fish (mackerel, fresh)",KG,aggregate,Retail,GHS,4.7,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,"meat, fish and eggs",Meat (chicken),10 KG,aggregate,Wholesale,GHS,184.91,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,"meat, fish and eggs",Meat (chicken),KG,aggregate,Retail,GHS,1.85,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,"meat, fish and eggs","Meat (chicken, local)",10 KG,aggregate,Wholesale,GHS,43.03,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,pulses and nuts,Cowpeas,KG,aggregate,Retail,GHS,1.85,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,pulses and nuts,Cowpeas (white),109 KG,aggregate,Wholesale,GHS,147.72,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,pulses and nuts,Soybeans,KG,aggregate,Retail,GHS,5.49,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Eggplants,27 KG,aggregate,Wholesale,GHS,7.83,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Eggplants,KG,aggregate,Retail,GHS,1.66,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Onions,73 KG,aggregate,Wholesale,GHS,8.21,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Onions,KG,aggregate,Retail,GHS,2.69,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Peppers (dried),16 KG,aggregate,Wholesale,GHS,19.74,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Peppers (dried),KG,aggregate,Retail,GHS,3.22,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Peppers (fresh),20 KG,aggregate,Wholesale,GHS,211.35,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Peppers (fresh),KG,aggregate,Retail,GHS,3.36,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Plantains (apem),Bunch,aggregate,Wholesale,GHS,78.65,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Plantains (apem),KG,aggregate,Retail,GHS,1.14,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Plantains (apentu),KG,aggregate,Retail,GHS,0.47,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Tomatoes (local),52 KG,aggregate,Wholesale,GHS,14.12,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Tomatoes (local),KG,aggregate,Retail,GHS,2.14,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Tomatoes (navrongo),52 KG,aggregate,Wholesale,GHS,16.26,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Tomatoes (navrongo),KG,aggregate,Retail,GHS,1.39,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Cassava,91 KG,aggregate,Wholesale,GHS,620.25,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Cassava,KG,aggregate,Retail,GHS,2.51,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Gari,KG,aggregate,Retail,GHS,4.91,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Maize,KG,aggregate,Retail,GHS,2.41,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Maize (yellow),100 KG,aggregate,Wholesale,GHS,195.39,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Maize (yellow),KG,aggregate,Retail,GHS,2.6,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Millet,93 KG,aggregate,Wholesale,GHS,348.75,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Millet,KG,aggregate,Retail,GHS,3.75,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Rice (imported),KG,aggregate,Retail,GHS,5.0,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Rice (local),KG,aggregate,Retail,GHS,5.0,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Sorghum,109 KG,aggregate,Wholesale,GHS,408.75,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Sorghum,KG,aggregate,Retail,GHS,3.75,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Yam,250 KG,aggregate,Wholesale,GHS,251.67,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Yam,KG,aggregate,Retail,GHS,7.5,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Yam (puna),250 KG,aggregate,Wholesale,GHS,188.33,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Yam (puna),KG,aggregate,Retail,GHS,5.0,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,"meat, fish and eggs",Eggs,30 pcs,aggregate,Wholesale,GHS,315.44,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,aggregate,Wholesale,GHS,510.62,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,"meat, fish and eggs","Fish (mackerel, fresh)",KG,aggregate,Retail,GHS,6.38,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,"meat, fish and eggs","Meat (chicken, local)",10 KG,aggregate,Wholesale,GHS,105.85,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,pulses and nuts,Cowpeas,KG,aggregate,Retail,GHS,2.26,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,pulses and nuts,Soybeans,KG,aggregate,Retail,GHS,2.07,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Eggplants,KG,aggregate,Retail,GHS,4.7,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Onions,KG,aggregate,Retail,GHS,4.21,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Peppers (dried),16 KG,aggregate,Wholesale,GHS,28.31,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Peppers (dried),KG,aggregate,Retail,GHS,3.14,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Peppers (fresh),20 KG,aggregate,Wholesale,GHS,179.34,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Peppers (fresh),KG,aggregate,Retail,GHS,3.2,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Plantains (apem),Bunch,aggregate,Wholesale,GHS,276.67,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Plantains (apem),KG,aggregate,Retail,GHS,3.33,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Plantains (apentu),KG,aggregate,Retail,GHS,2.99,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Tomatoes (local),52 KG,aggregate,Wholesale,GHS,32.47,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Tomatoes (local),KG,aggregate,Retail,GHS,5.0,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Tomatoes (navrongo),52 KG,aggregate,Wholesale,GHS,33.38,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Cassava,KG,aggregate,Retail,GHS,2.23,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Gari,KG,aggregate,Retail,GHS,3.83,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Maize,KG,aggregate,Retail,GHS,1.38,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Maize (yellow),KG,aggregate,Retail,GHS,1.5,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Millet,KG,aggregate,Retail,GHS,4.42,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Rice (imported),KG,aggregate,Retail,GHS,4.15,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Rice (local),KG,aggregate,Retail,GHS,3.8,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Yam,KG,aggregate,Retail,GHS,5.61,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Yam (puna),KG,aggregate,Retail,GHS,4.36,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,"meat, fish and eggs","Fish (mackerel, fresh)",KG,aggregate,Retail,GHS,1.48,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,"meat, fish and eggs",Meat (chicken),KG,aggregate,Retail,GHS,7.0,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,pulses and nuts,Cowpeas,KG,aggregate,Retail,GHS,1.26,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,pulses and nuts,Soybeans,KG,aggregate,Retail,GHS,2.53,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,vegetables and fruits,Eggplants,KG,aggregate,Retail,GHS,3.27,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,vegetables and fruits,Onions,KG,aggregate,Retail,GHS,4.13,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,vegetables and fruits,Peppers (dried),KG,aggregate,Retail,GHS,2.27,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
2019-09-15,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,vegetables and fruits,Peppers (fresh),KG,aggregate,Retail,GHS,3.62,5.303995,330.3858486,1335.04,38.33,2019.0,9.0,September,2019-09
