date,region,district,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,exchange_rate_buying,month_avcrude_p,precipitation_mm,temperature,year,month,month_name,period
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Cassava,91 KG,aggregate,Wholesale,GHS,464.23,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Cassava,KG,aggregate,Retail,GHS,3.06,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Gari,KG,aggregate,Retail,GHS,2.27,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Maize,KG,aggregate,Retail,GHS,1.5,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Maize (yellow),100 KG,aggregate,Wholesale,GHS,102.94,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Maize (yellow),KG,aggregate,Retail,GHS,1.37,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Millet,93 KG,aggregate,Wholesale,GHS,207.38,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Millet,KG,aggregate,Retail,GHS,2.7,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Rice (imported),50 KG,aggregate,Wholesale,GHS,140.39,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Rice (imported),KG,aggregate,Retail,GHS,3.88,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Rice (local),KG,aggregate,Retail,GHS,4.66,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Sorghum,109 KG,aggregate,Wholesale,GHS,246.23,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Sorghum,KG,aggregate,Retail,GHS,2.74,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Yam,250 KG,aggregate,Wholesale,GHS,310.0,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Yam,KG,aggregate,Retail,GHS,6.32,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,"meat, fish and eggs",Eggs,30 pcs,aggregate,Wholesale,GHS,118.67,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,aggregate,Wholesale,GHS,256.2,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,"meat, fish and eggs","Fish (mackerel, fresh)",KG,aggregate,Retail,GHS,2.84,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,"meat, fish and eggs","Meat (chicken, local)",10 KG,aggregate,Wholesale,GHS,51.25,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,pulses and nuts,Cowpeas,KG,aggregate,Retail,GHS,1.75,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,pulses and nuts,Soybeans,KG,aggregate,Retail,GHS,1.1,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Eggplants,KG,aggregate,Retail,GHS,4.21,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Onions,73 KG,aggregate,Wholesale,GHS,11.17,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Onions,KG,aggregate,Retail,GHS,6.87,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Peppers (dried),KG,aggregate,Retail,GHS,2.79,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Peppers (fresh),KG,aggregate,Retail,GHS,4.0,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Plantains (apem),KG,aggregate,Retail,GHS,2.42,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Plantains (apentu),KG,aggregate,Retail,GHS,1.12,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Tomatoes (local),52 KG,aggregate,Wholesale,GHS,38.97,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Tomatoes (local),KG,aggregate,Retail,GHS,4.33,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Tomatoes (navrongo),KG,aggregate,Retail,GHS,2.98,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Cassava,KG,aggregate,Retail,GHS,3.62,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Gari,68 KG,aggregate,Wholesale,GHS,197.72,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Gari,KG,aggregate,Retail,GHS,3.61,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Maize,KG,aggregate,Retail,GHS,2.67,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Maize (yellow),100 KG,aggregate,Wholesale,GHS,197.22,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Maize (yellow),KG,aggregate,Retail,GHS,2.47,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Millet,KG,aggregate,Retail,GHS,2.93,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Rice (imported),KG,aggregate,Retail,GHS,4.11,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Rice (local),KG,aggregate,Retail,GHS,4.72,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Sorghum,KG,aggregate,Retail,GHS,3.11,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Yam,250 KG,aggregate,Wholesale,GHS,326.67,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Yam,KG,aggregate,Retail,GHS,6.78,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Yam (puna),250 KG,aggregate,Wholesale,GHS,260.0,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Yam (puna),KG,aggregate,Retail,GHS,5.47,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,aggregate,Wholesale,GHS,130.08,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,"meat, fish and eggs",Meat (chicken),10 KG,aggregate,Wholesale,GHS,98.12,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,"meat, fish and eggs",Meat (chicken),KG,aggregate,Retail,GHS,1.18,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,"meat, fish and eggs","Meat (chicken, local)",10 KG,aggregate,Wholesale,GHS,70.88,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,pulses and nuts,Cowpeas,KG,aggregate,Retail,GHS,1.23,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,pulses and nuts,Cowpeas (white),109 KG,aggregate,Wholesale,GHS,84.86,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,pulses and nuts,Soybeans,109 KG,aggregate,Wholesale,GHS,56.92,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,pulses and nuts,Soybeans,KG,aggregate,Retail,GHS,2.39,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Eggplants,27 KG,aggregate,Wholesale,GHS,2.1,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Eggplants,KG,aggregate,Retail,GHS,1.42,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Onions,73 KG,aggregate,Wholesale,GHS,2.07,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Onions,KG,aggregate,Retail,GHS,1.34,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Peppers (dried),16 KG,aggregate,Wholesale,GHS,5.22,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Peppers (dried),KG,aggregate,Retail,GHS,1.43,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Peppers (fresh),20 KG,aggregate,Wholesale,GHS,145.24,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Peppers (fresh),KG,aggregate,Retail,GHS,1.48,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Plantains (apem),Bunch,aggregate,Wholesale,GHS,214.78,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Plantains (apem),KG,aggregate,Retail,GHS,1.61,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Plantains (apentu),KG,aggregate,Retail,GHS,1.54,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Tomatoes (local),52 KG,aggregate,Wholesale,GHS,10.6,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Tomatoes (local),KG,aggregate,Retail,GHS,3.75,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Tomatoes (navrongo),52 KG,aggregate,Wholesale,GHS,10.53,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Tomatoes (navrongo),KG,aggregate,Retail,GHS,1.07,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Cassava,KG,aggregate,Retail,GHS,2.13,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Gari,KG,aggregate,Retail,GHS,3.41,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Maize,KG,aggregate,Retail,GHS,2.52,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Maize (yellow),KG,aggregate,Retail,GHS,2.92,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Millet,KG,aggregate,Retail,GHS,3.69,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Rice (imported),KG,aggregate,Retail,GHS,4.81,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Rice (local),KG,aggregate,Retail,GHS,4.34,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Sorghum,KG,aggregate,Retail,GHS,2.7,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Yam,KG,aggregate,Retail,GHS,7.17,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Yam (puna),KG,aggregate,Retail,GHS,5.15,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,"meat, fish and eggs","Fish (mackerel, fresh)",KG,aggregate,Retail,GHS,3.39,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,"meat, fish and eggs",Meat (chicken),KG,aggregate,Retail,GHS,7.61,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,pulses and nuts,Cowpeas,KG,aggregate,Retail,GHS,1.2,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,pulses and nuts,Soybeans,KG,aggregate,Retail,GHS,2.23,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,vegetables and fruits,Eggplants,KG,aggregate,Retail,GHS,2.37,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,vegetables and fruits,Onions,KG,aggregate,Retail,GHS,2.29,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,vegetables and fruits,Peppers (dried),KG,aggregate,Retail,GHS,2.11,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,vegetables and fruits,Peppers (fresh),KG,aggregate,Retail,GHS,2.95,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,vegetables and fruits,Plantains (apem),KG,aggregate,Retail,GHS,2.22,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,vegetables and fruits,Plantains (apentu),KG,aggregate,Retail,GHS,0.85,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,vegetables and fruits,Tomatoes (local),KG,aggregate,Retail,GHS,1.43,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,vegetables and fruits,Tomatoes (navrongo),KG,aggregate,Retail,GHS,1.96,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Cassava,KG,aggregate,Retail,GHS,2.26,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Gari,68 KG,aggregate,Wholesale,GHS,295.14,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Gari,KG,aggregate,Retail,GHS,3.64,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Maize,KG,aggregate,Retail,GHS,0.9,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Maize (yellow),100 KG,aggregate,Wholesale,GHS,101.51,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Maize (yellow),KG,aggregate,Retail,GHS,1.15,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Millet,93 KG,aggregate,Wholesale,GHS,192.91,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Millet,KG,aggregate,Retail,GHS,2.23,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Rice (imported),KG,aggregate,Retail,GHS,2.68,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Rice (local),50 KG,aggregate,Wholesale,GHS,126.49,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Rice (local),KG,aggregate,Retail,GHS,2.68,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Sorghum,109 KG,aggregate,Wholesale,GHS,172.76,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Sorghum,KG,aggregate,Retail,GHS,1.78,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Yam,250 KG,aggregate,Wholesale,GHS,245.0,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Yam,KG,aggregate,Retail,GHS,5.54,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Yam (puna),250 KG,aggregate,Wholesale,GHS,197.5,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,cereals and tubers,Yam (puna),KG,aggregate,Retail,GHS,4.98,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,"meat, fish and eggs",Eggs,30 pcs,aggregate,Wholesale,GHS,106.9,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,"meat, fish and eggs","Fish (mackerel, fresh)",20 KG,aggregate,Wholesale,GHS,231.89,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,"meat, fish and eggs","Fish (mackerel, fresh)",KG,aggregate,Retail,GHS,3.09,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,"meat, fish and eggs",Meat (chicken),KG,aggregate,Retail,GHS,2.09,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,"meat, fish and eggs","Meat (chicken, local)",10 KG,aggregate,Wholesale,GHS,24.04,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,pulses and nuts,Cowpeas,KG,aggregate,Retail,GHS,1.64,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,pulses and nuts,Soybeans,KG,aggregate,Retail,GHS,24.6,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Eggplants,KG,aggregate,Retail,GHS,3.38,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Onions,73 KG,aggregate,Wholesale,GHS,19.76,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Onions,KG,aggregate,Retail,GHS,3.79,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Peppers (fresh),20 KG,aggregate,Wholesale,GHS,247.37,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Peppers (fresh),KG,aggregate,Retail,GHS,5.56,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Plantains (apem),Bunch,aggregate,Wholesale,GHS,69.87,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Plantains (apem),KG,aggregate,Retail,GHS,1.23,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,8.06,-1.73,vegetables and fruits,Plantains (apentu),Bunch,aggregate,Wholesale,GHS,22.11,5.26857,313.3218579,1335.04,38.33,2019.0,8.0,August,2019-08
